SPEC;UrunTipi;Kalinlik;Genislik;LevhaBoyu;Grade;MamulKodu;Yuzey;Kaplama;"HedefKaplama
g/m2";#NAME?;#NAME?;Alt Astar Klnlk;Alt Boya Klnlk;AltBoya;Üst Astar Klnlk;Üst Boya Klnlk;ÜstBoya;Backcoat Klnlk;CRF Kalinlik;Ticari
037917001;GCR;0,5;1250;0;DX51D+Z;GCRP;A;Z;100;0;0;0;0;;0;0;;0;0,5;
037919001;PPG;0,5;330;0;DX51D+Z;PPGSP;B;Z;100;0,01;0,05;0;0;H;5;20;RAL3004;7;0;
037921001;GCR;0,7;1000;1325;DX51D+Z;GCRCP;B;Z;100;0,06;0,06;0;0;;0;0;;0;0,7;
037922001;GHR;3;335;0;DX51D+Z;GHRSP;A;Z;100;0,19;0,19;0;0;;0;0;;0;0;
037923001;GHR;3;1250;0;DX51D+Z;GHRP;A;Z;140;0,2;0;0;0;;0;0;;0;0;
037924001;PPG;0,7;1200;0;DX51D+Z;PPGP;B;Z;80;0,01;0,05;0;0;H;5;20;RAL6005;7;0,69;
037925001;PPG;0,47;1200;0;DX51D+Z;PPGP;B;Z;80;0,01;0,05;0;0;H;5;20;RAL6009;7;0,46;
037926001;GCR;0,5;362;0;DX53D+Z;GCRSP;B;Z;80;0,04;0,04;0;0;;0;0;;0;0;
037927001;GCR;0,5;260;0;DX53D+Z;GCRSP;B;Z;80;0,04;0,04;0;0;;0;0;;0;0;
037928001;PPG;0,47;1200;0;DX51D+Z;PPGP;B;Z;80;0,01;0,05;0;0;H;5;20;RAL6009;7;0,46;
037929001;GCR;0,5;1000;0;DX54D+Z;GCRP;B;Z;100;0,05;0,05;0;0;;0;0;;0;0,5;
037930001;GCR;0,5;1100;0;DX53D+Z;GCRP;A;Z;100;0,05;0,05;0;0;;0;0;;0;0,5;
037931001;GCR;0,5;1200;0;DX53D+Z;GCRP;A;Z;100;0,05;0,05;0;0;;0;0;;0;0,5;
037933001;GCR;0,6;1080;0;DX53D+Z;GCRP;A;Z;100;0,05;0,05;0;0;;0;0;;0;0,6;
037934001;GCR;0,6;1250;0;DX53D+Z;GCRP;A;Z;100;0,06;0,06;0;0;;0;0;;0;0,6;
037935001;GCR;0,6;1300;0;DX53D+Z;GCRP;A;Z;140;0,06;0,06;0;0;;0;0;;0;0,6;
037936001;GCR;0,6;1300;0;DX53D+Z;GCRP;B;Z;200;0,06;0,06;0;0;;0;0;;0;0,59;
037937001;GCR;0,6;1300;0;DX53D+Z;GCRP;B;Z;80;0,06;0,06;0;0;;0;0;;0;0,61;
037938001;GCR;0,7;1250;0;DX53D+Z;GCRP;B;Z;100;0,07;0,07;0;0;;0;0;;0;0,71;
037939001;GCR;0,8;1000;0;DX53D+Z;GCRP;A;Z;140;0,06;0,06;0;0;;0;0;;0;0,8;
037940001;GCR;0,9;1000;0;DX53D+Z;GCRP;B;Z;100;0,07;0,07;0;0;;0;0;;0;0,91;
037941001;GCR;1;1000;0;DX53D+Z;GCRP;B;Z;100;0,07;0,07;0;0;;0;0;;0;1,01;
037943001;GCR;1;1000;0;DX53D+Z;GCRP;B;Z;80;0,07;0,07;0;0;;0;0;;0;1,01;
037945001;GCR;1,2;1300;0;DX53D+Z;GCRP;B;Z;100;0,09;0,09;0;0;;0;0;;0;1,22;
037947001;GCR;1,25;1200;0;DX53D+Z;GCRP;B;Z;100;0,11;0,11;0;0;;0;0;;0;1,27;
037948001;GCR;1,5;1000;0;DX53D+Z;GCRP;B;Z;100;0,11;0,11;0;0;;0;0;;0;1,52;
037949001;GCR;0,35;1200;0;DX51D+Z;GCRP;A;Z;100;0,05;0,05;0;0;;0;0;;0;0,35;
037950001;GCR;0,4;1200;0;DX51D+Z;GCRP;A;Z;100;0,05;0,05;0;0;;0;0;;0;0,4;
037951001;GCR;0,4;1200;0;DX51D+Z;GCRP;A;Z;100;0,05;0,05;0;0;;0;0;;0;0,4;
037952001;GCR;0,48;1000;0;DX51D+Z;GCRP;A;Z;100;0,05;0,05;0;0;;0;0;;0;0,48;
037953001;GCR;0,5;1200;0;DX51D+Z;GCRP;A;Z;100;0,05;0,05;0;0;;0;0;;0;0,5;
037954001;GCR;0,5;1250;0;DX51D+Z;GCRP;A;Z;100;0,06;0,06;0;0;;0;0;;0;0,5;
037956001;GCR;1;1500;0;DX51D+Z;GCRP;A;Z;120;0,08;0,08;0;0;;0;0;;0;1,01;
037957001;GCR;2;1200;0;DX51D+Z;GCRP;B;Z;100;0,11;0,11;0;0;;0;0;;0;2,03;
037958001;GCR;2;1200;0;DX52D+Z;GCRP;B;Z;100;0,11;0,11;0;0;;0;0;;0;2,03;
037959001;GCR;2;1000;0;DX51D+Z;GCRP;A;Z;100;0,11;0,11;0;0;;0;0;;0;2,03;
037969001;PPG;0,4;114;0;DX51D+Z;PPGSP;B;Z;70;0,01;0,05;0;0;H;5;20;RAL9010;7;0;
037972001;PPG;0,4;85;0;DX51D+Z;PPGSP;B;Z;70;0,01;0,05;0;0;H;5;20;RAL9010;7;0;
037977001;GHR;3;1200;2500;DX51D+Z;GHRCP;B;Z;275;0,19;0,19;0;0;;0;0;;0;0;
037978001;GCR;2;1250;3000;DX51D+Z;GCRCP;B;Z;275;0,15;0,15;0;0;;0;0;;0;2,01;
037979001;GCR;2;1250;2500;DX51D+Z;GCRCP;C;Z;275;0,15;0,15;0;0;;0;0;;0;2,01;
037980001;GCR;2;1500;3000;DX51D+Z;GCRCP;A;Z;150;0,15;0,15;0;0;;0;0;;0;2,02;
037981001;PPG;0,4;85;0;DX51D+Z;PPGSP;B;Z;70;0,01;0,05;0;0;H;5;20;RAL9010;7;0;
037982001;PPG;0,5;1245;0;DX51D+Z;PPGP;B;Z;100;0,06;0;0;0;H;5;20;RAL6028;7;0,44;
037988001;PPG;0,5;1200;2350;DX51D+Z;PPGCP;B;Z;100;0,05;0,05;0;0;H;5;20;RAL9002;7;0,49;
037989001;PHR;2,5;1200;1875;DD11;PHRCP;;;0;0,14;0,14;0;0;;0;0;;0;0;
037990001;PHR;4;1200;2180;DD11;PHRCP;;;0;0,17;0,17;0;0;;0;0;;0;0;
037991001;PHR;3,5;1200;2450;DD11;PHRCP;;;0;0,17;0,17;0;0;;0;0;;0;0;
037992001;PHR;3,5;1200;2100;DD11;PHRCP;;;0;0,17;0,17;0;0;;0;0;;0;0;
037993001;PHR;3,5;1200;2465;DD11;PHRCP;;;0;0,17;0,17;0;0;;0;0;;0;0;
037994001;PPG;0,6;1000;0;DX51D+Z;PPGP;B;Z;70;0,01;0,05;0;0;H;5;20;RAL2011;7;0,59;
037998001;PHR;3;1200;2359;DD11;PHRCP;;;0;0,15;0,15;0;0;;0;0;;0;0;
037999001;GCR;1;1000;2100;DX51D+Z;GCRCP;B;Z;275;0,07;0,07;0;0;;0;0;;0;0,98;
038000001;GCR;1;1500;0;DX51D+Z;GCRP;A;Z;140;0,08;0,08;0;0;;0;0;;0;1,01;
038001001;GCR;1,2;1000;0;DX51D+Z;GCRP;A;Z;140;0,08;0,08;0;0;;0;0;;0;1,21;
038002001;GCR;1,2;1250;0;DX51D+Z;GCRP;A;Z;140;0,08;0,08;0;0;;0;0;;0;1,22;
038003001;GCR;1,2;1500;0;DX51D+Z;GCRP;A;Z;140;0,08;0,08;0;0;;0;0;;0;1,22;
038004001;GCR;1,5;1000;0;DX51D+Z;GCRP;A;Z;140;0,08;0,08;0;0;;0;0;;0;1,51;
038005001;GCR;1,5;1250;0;DX51D+Z;GCRP;A;Z;140;0,08;0,08;0;0;;0;0;;0;1,52;
038006001;GCR;1,5;1500;0;DX51D+Z;GCRP;A;Z;140;0,08;0,08;0;0;;0;0;;0;1,52;
038007001;GCR;2;1500;0;DX51D+Z;GCRP;A;Z;140;0,08;0,08;0;0;;0;0;;0;2,03;
038009001;GCR;1;1000;0;DX51D+Z;GCRP;A;Z;275;0,08;0,08;0;0;;0;0;;0;0,98;
038010001;GCR;1;1250;0;DX51D+Z;GCRP;A;Z;275;0,08;0,08;0;0;;0;0;;0;0,99;
038011001;GCR;1;1500;0;DX51D+Z;GCRP;A;Z;275;0,08;0,08;0;0;;0;0;;0;0,99;
038012001;GCR;1,2;1000;0;DX51D+Z;GCRP;A;Z;275;0,08;0,08;0;0;;0;0;;0;1,19;
038013001;GCR;1,2;1250;0;DX51D+Z;GCRP;A;Z;275;0,08;0,08;0;0;;0;0;;0;1,2;
038014001;GCR;1,2;1500;0;DX51D+Z;GCRP;A;Z;275;0,08;0,08;0;0;;0;0;;0;1,2;
038015001;GCR;1,5;1000;0;DX51D+Z;GCRP;A;Z;275;0,08;0,08;0;0;;0;0;;0;1,49;
038016001;GCR;1,5;1250;0;DX51D+Z;GCRP;A;Z;275;0,08;0,08;0;0;;0;0;;0;1,5;
038017001;GCR;1,5;1500;0;DX51D+Z;GCRP;A;Z;275;0,08;0,08;0;0;;0;0;;0;1,5;
038018001;GCR;2;1500;0;DX51D+Z;GCRP;A;Z;275;0,08;0,08;0;0;;0;0;;0;2,01;
038028001;GHR;2,7;1000;0;DX51D+Z;GHRP;A;Z;100;0,19;0;0;0;;0;0;;0;0;
038029001;PHR;3,5;1200;2359;DD11;PHRCP;;;0;0,17;0,17;0;0;;0;0;;0;0;
038030001;GCR;1,2;1500;1500;DX51D+Z;GCRCP;A;Z;70;0,09;0,09;0;0;;0;0;;0;1,23;
038035001;GHR;2;1000;1225;DX51D+Z;GHRCP;A;Z;70;0,14;0,14;0;0;;0;0;;0;0;
038039001;PHR;3;1020;0;DD11;PHRP;;;0;0,15;0,15;0;0;;0;0;;0;0;
038040001;PHR;3;1020;0;DD11;PHRP;;;0;0,15;0,15;0;0;;0;0;;0;0;
038041001;PHR;2,7;1203;0;DD11;PHRP;;;0;0,17;0,17;0;0;;0;0;;0;0;
038042001;GCR;1;169;0;DX51D+Z;GCRSP;A;Z;100;0,07;0,07;0;0;;0;0;;0;0;
038043001;GCR;1;189;0;DX51D+Z;GCRSP;A;Z;100;0,07;0,07;0;0;;0;0;;0;0;
038044001;PPG;0,5;1000;3000;DX51D+Z;PPGCP;B;Z;100;0,05;0,05;0;0;H;5;20;RAL9002;7;0,49;
038045001;GCR;0,97;1200;0;DX51D+Z;GCRP;A;Z;75;0,07;0,07;0;0;;0;0;;0;0,98;
038046001;GCR;2;1250;0;DX52D+Z;GCRP;B;Z;100;0,12;0,12;0;0;;0;0;;0;2,03;
038053001;PPG;0,5;1060;0;DX51D+Z;PPGSP;B;Z;70;0,01;0,05;0;0;H;5;20;RAL9002;7;0,49;
038054001;PPG;0,5;130;0;DX51D+Z;PPGSP;B;Z;70;0,01;0,05;0;0;H;5;20;RAL9002;7;0;
038056001;PPG;0,4;1120;0;DX51D+Z;PPGP;B;Z;100;0,01;0,05;0;0;H;5;20;RAL9010;7;0,38;
038058001;GCR;0,86;1070;0;DX51D+Z;GCRP;A;Z;70;0,07;0,07;0;0;;0;0;;0;0,87;
038059001;GCR;1,5;1150;0;DX51D+Z;GCRP;A;Z;70;0,07;0,07;0;0;;0;0;;0;1,52;
038060001;GCR;0,54;1050;0;DX51D+Z;GCRP;A;Z;70;0,05;0,05;0;0;;0;0;;0;0,54;
038061001;GCR;0,87;1220;0;DX51D+Z;GCRP;A;Z;70;0,07;0,07;0;0;;0;0;;0;0,89;
038062001;GCR;0,55;1055;0;DX51D+Z;GCRP;A;Z;70;0,05;0,05;0;0;;0;0;;0;0,55;
038063001;GCR;0,68;1060;0;DX51D+Z;GCRP;A;Z;70;0,06;0,06;0;0;;0;0;;0;0,69;
038064001;GCR;0,79;1100;0;DX51D+Z;GCRP;A;Z;70;0,06;0,06;0;0;;0;0;;0;0,8;
038065001;GCR;0,79;1220;0;DX51D+Z;GCRP;A;Z;70;0,07;0,07;0;0;;0;0;;0;0,8;
038073001;PPG;0,5;1250;0;DX51D+Z;PPGP;B;Z;100;0,01;0,05;0;0;H;5;20;RAL1036;7;0,49;
038074001;GCR;0,8;1250;2000;DX51D+Z;GCRCP;B;Z;100;0,07;0,07;0;0;;0;0;;0;0,81;
038078001;GCR;0,87;84,5;0;DX51D+Z;GCRSP;A;Z;70;0,07;0,07;0;0;;0;0;;0;0;
038079001;GCR;0,87;84;0;DX51D+Z;GCRSP;A;Z;70;0,07;0,07;0;0;;0;0;;0;0;
038080001;GCR;0,87;177;0;DX51D+Z;GCRSP;A;Z;70;0,07;0,07;0;0;;0;0;;0;0;
038081001;GCR;0,87;196;0;DX51D+Z;GCRSP;A;Z;70;0,07;0,07;0;0;;0;0;;0;0;
038082001;GCR;0,87;176;0;DX51D+Z;GCRSP;A;Z;70;0,07;0,07;0;0;;0;0;;0;0;
038083001;GCR;0,87;276;0;DX51D+Z;GCRSP;A;Z;70;0,07;0,07;0;0;;0;0;;0;0;
038084001;GCR;0,87;335;0;DX51D+Z;GCRSP;A;Z;70;0,07;0,07;0;0;;0;0;;0;0;
038085001;GCR;0,87;145;0;DX51D+Z;GCRSP;A;Z;70;0,07;0,07;0;0;;0;0;;0;0;
038086001;GCR;0,87;175;0;DX51D+Z;GCRSP;A;Z;70;0,07;0,07;0;0;;0;0;;0;0;
038087001;GCR;0,87;950;2500;DX51D+Z;GCRCP;A;Z;70;0,07;0,07;0;0;;0;0;;0;0,88;
038104001;PPG;0,5;1200;2500;DX51D+Z;PPGCP;B;Z;70;0,05;0,05;0;0;H;5;20;RAL9002;7;0,49;
038108001;GCR;2;1500;1390;DX51D+Z;GCRCP;B;Z;100;0,15;0,15;0;0;;0;0;;0;2,03;
038119001;PPG;0,34;1200;0;DX51D+Z;PPGP;B;Z;70;0,05;0,05;0;0;H;5;18;RAL9006;7;0,33;
038120001;PPG;0,34;1200;0;DX51D+Z;PPGP;B;Z;70;0,01;0,05;0;0;H;5;20;RAL5010;7;0,33;
038121001;PPG;0,34;1120;0;DX51D+Z;PPGP;B;Z;70;0,01;0,05;0;0;H;5;20;RAL3009;7;0,33;
038122001;PPG;0,7;495;0;DX51D+Z;PPGSP;B;Z;70;0,01;0,05;0;0;H;5;20;RAL7035;7;0;
038125001;PPG;0,4;1220;0;DX51D+Z;PPGP;B;Z;100;0,01;0,05;0;0;H;5;20;RAL2004;7;0,39;
038130001;PPG;0,43;59;0;DX51D+Z;PPGSP;B;Z;70;0,01;0,05;0;0;H;5;20;RAL3009;7;0;
038133001;GHR;3;1500;3000;DX51D+Z;GHRCP;B;Z;350;0,2;0,2;0;0;;0;0;;0;0;
038136001;GCR;2;1000;0;S350GD+Z;GCRP;B;Z;350;0,06;0,06;0;0;;0;0;;0;1,99;
038139001;GHR;3;1500;0;S280GD+Z;GHRP;B;Z;275;0,2;0;0;0;;0;0;;0;0;
038141001;GHR;2;1000;3000;DX51D+Z;GHRCP;A;Z;300;0,14;0,14;0;0;;0;0;;0;0;
038142001;PPG;0,4;535;0;DX51D+Z;PPGSP;B;Z;70;0,01;0,05;0;0;H;5;20;RAL9002;7;0;
038143001;PPG;0,43;165;0;DX51D+Z;PPGSP;B;Z;70;0,01;0,05;0;0;H;5;20;RAL3009;7;0;
038163001;PPG;0,4;1000;0;DX51D+Z;PPGSP;B;Z;70;0,01;0,05;0;0;H;5;20;RAL9002;7;0,39;
038164001;PPG;0,4;1120;0;DX51D+Z;PPGP;B;Z;70;0,01;0,05;0;0;H;5;20;RAL7022;7;0,39;
038165001;PPG;0,4;1200;0;DX51D+Z;PPGP;B;Z;70;0,01;0,05;0;0;H;5;20;RAL7022;7;0,39;
038166001;PPG;0,8;105;0;DX51D+Z;PPGSP;B;Z;100;0,01;0,05;0;0;H;5;20;RAL9002;7;0;
038173001;GHR;1,8;1000;2190;DX51D+Z;GHRCP;A;Z;70;0,14;0,14;0;0;;0;0;;0;0;
038175001;GCR;1,5;1200;2400;DX51D+Z;GCRCP;B;Z;100;0,11;0,11;0;0;;0;0;;0;1,52;
038176001;GCR;1;1200;2560;DX51D+Z;GCRCP;B;Z;100;0,07;0,07;0;0;;0;0;;0;1,01;
038177001;GCR;1;1200;3810;DX51D+Z;GCRCP;B;Z;100;0,07;0,07;0;0;;0;0;;0;1,01;
038179001;PPG;0,46;1000;0;DX51D+Z;PPGP;B;Z;70;0,01;0,05;0;0;H;5;20;RAL3009;7;0,45;
038180001;PPG;0,5;1000;0;DX51D+Z;PPGP;A;Z;70;0,01;0,05;0;0;H;5;20;RAL3004;7;0,49;
038181001;PPG;0,5;1000;0;DX51D+Z;PPGP;A;Z;70;0,01;0,05;0;0;H;5;20;RAL6020;7;0,49;
038184001;GHR;2,5;1500;3000;DX51D+Z;GHRCP;B;Z;100;0,17;0,17;0;0;;0;0;;0;0;
038186001;GHR;2,5;1200;2400;DX51D+Z;GHRCP;B;Z;100;0,16;0,16;0;0;;0;0;;0;0;
038194001;GCR;0,6;96;0;DX51D+Z;GCRSP;A;Z;70;0,05;0,05;0;0;;0;0;;0;0;
038195001;GCR;0,6;86;0;DX51D+Z;GCRSP;A;Z;70;0,05;0,05;0;0;;0;0;;0;0;
038198001;PPG;0,43;1130;0;DX51D+Z;PPGSP;B;Z;100;0,01;0,05;0;0;H;5;20;RAL9002;7;0,42;
038205001;GCR;1,2;1200;0;S320GD+Z;GCRP;A;Z;100;0,09;0,09;0;0;;0;0;;0;1,21;
038208001;GCR;2;1185;2267;DX51D+Z;GCRCP;A;Z;70;0,14;0,14;0;0;;0;0;;0;2,03;
038211001;GCR;1;1500;4050;DX51D+Z;GCRCP;A;Z;100;0,08;0,08;0;0;;0;0;;0;1,01;
038221001;GCR;1,2;1100;0;DX53D+Z;GCRP;B;Z;120;0,07;0,07;0;0;;0;0;;0;1,21;
038222001;GCR;0,5;1100;0;DX53D+Z;GCRP;A;Z;100;0,04;0,04;0;0;;0;0;;0;0,5;
038230001;PPG;0,5;1200;0;DX51D+Z;PPGP;B;Z;250;0,01;0,05;0;0;H;5;20;RAL6034;7;0,47;
038231001;PPG;0,5;1170;0;DX51D+Z;PPGP;B;Z;250;0,05;0,05;0;0;H;5;20;RAL9002;7;0,45;
038236001;PPG;0,5;1200;2350;DX51D+Z;PPGCP;B;Z;100;0,05;0,05;0;0;H;5;20;RAL9002;7;0,49;
038239001;GCR;0,5;1000;1140;DX51D+Z;GCRCP;A;Z;70;0,05;0,05;0;0;;0;0;;0;0,5;
038244001;PPG;0,5;395;0;DX51D+Z;PPGSP;B;Z;70;0,01;0,05;0;0;H;5;20;RAL9002;7;0;
038245001;GCR;0,4;74;0;DX51D+Z;GCRSP;A;Z;70;0,05;0,05;0;0;;0;0;;0;0;
038253001;PPG;0,3;1070;0;DX51D+Z;PPGP;B;Z;100;0,01;0,05;0;0;H;5;20;RAL9002;7;0,28;
038255001;GCR;2;1200;3990;DX51D+Z;GCRCP;A;Z;70;0,14;0,14;0;0;;0;0;;0;2,03;
038257001;GCR;0,33;142;0;DX51D+Z;GCRSP;A;Z;100;0,05;0,05;0;0;;0;0;;0;0;
038271001;GCR;0,8;1250;0;DX51D+Z;GCRP;B;Z;100;0,05;0,05;0;0;;0;0;;0;0,81;
038281001;PPG;0,45;1060;0;S250GD+Z;PPGP;B;Z;100;0,04;0;0;0;H;5;20;RAL9002;7;0,4;
038286001;PPG;0,5;1060;0;S250GD+Z;PPGP;B;Z;100;0,06;0;0;0;H;5;18;RAL9006;7;0,44;
038289001;PPG;0,5;1060;0;S250GD+Z;PPGP;B;Z;100;0,04;0;0;0;H;5;20;RAL9010;7;0,45;
038290001;GHR;3;1220;0;DX51D+Z;GHRP;A;Z;100;0,2;0;0;0;;0;0;;0;0;
038296001;PPG;0,34;1250;0;DX51D+Z;PPGP;B;Z;100;0,06;0,06;0;0;H;5;18;RAL9006;7;0,33;
038297001;GCR;1,5;1500;3000;DX51D+Z;GCRCP;A;Z;300;0,13;0,13;0;0;;0;0;;0;1,49;
038298001;GHR;3;1350;0;S350GD+Z;GHRP;A;Z;180;0,2;0;0;0;;0;0;;0;0;
038303001;GCR;1;1250;0;DX51D+Z;GCRP;B;Z;100;0,05;0,05;0;0;;0;0;;0;1,01;
038305001;GCR;1,2;1200;0;DX51D+Z;GCRP;B;Z;100;0,05;0,05;0;0;;0;0;;0;1,21;
038306001;GCR;1,5;1000;0;DX51D+Z;GCRP;B;Z;100;0,05;0,05;0;0;;0;0;;0;1,52;
038325001;PPG;0,38;1070;0;DX51D+Z;PPGP;B;Z;70;0,01;0,05;0;0;H;5;20;RAL9002;7;0,37;
038326001;PPG;0,47;1070;0;DX51D+Z;PPGP;B;Z;70;0,01;0,05;0;0;H;5;20;RAL9002;7;0,46;
038327001;PPG;0,47;1200;0;DX51D+Z;PPGP;B;Z;70;0,01;0,05;0;0;H;5;20;RAL9002;7;0,46;
038328001;PPG;0,47;1120;0;DX51D+Z;PPGP;B;Z;70;0,01;0,05;0;0;H;5;20;RAL9002;7;0,46;
038329001;PPG;0,43;1120;0;DX51D+Z;PPGP;B;Z;70;0,01;0,05;0;0;H;5;20;RAL9002;7;0,42;
038347001;PPG;0,5;1220;0;DX51D+Z;PPGP;B;Z;70;0,01;0,05;0;0;H;5;20;RAL5002;7;0,5;
038348001;PPG;0,6;1070;0;DX51D+Z;PPGP;B;Z;70;0,01;0,05;0;0;H;5;20;RAL1002;7;0,59;
038349001;PPG;0,45;1070;0;DX51D+Z;PPGP;B;Z;70;0,05;0,05;0;0;H;5;18;RAL9006;7;0,44;
038350001;PPG;0,5;1200;0;DX51D+Z;PPGP;B;Z;70;0,01;0,05;0;0;H;5;20;RAL6034;7;0,49;
038351001;PPG;0,7;1220;0;DX51D+Z;PPGP;B;Z;70;0,01;0,05;0;0;H;5;20;RAL9002;7;0,7;
038352001;PPG;0,45;1070;0;DX51D+Z;PPGP;B;Z;70;0,01;0,05;0;0;H;5;20;RAL3004;7;0,44;
038353001;PPG;0,5;1200;0;DX51D+Z;PPGP;B;Z;275;0,01;0,05;0;0;H;5;20;RAL6034;7;0,46;
038354001;PPG;0,6;1150;0;DX51D+Z;PPGP;B;Z;275;0,01;0,05;0;0;H;5;20;RAL9002;7;0,56;
038355001;PPG;0,5;1070;0;DX51D+Z;PPGP;B;Z;275;0,01;0,05;0;0;H;5;20;RAL9002;7;0,46;
038357001;GCR;1,4;570;0;DX51D+Z;GCRSP;A;Z;70;0,11;0,11;0;0;;0;0;;0;0;
038358001;GCR;1,2;98;0;DX51D+Z;GCRSP;A;Z;70;0,08;0,08;0;0;;0;0;;0;0;
038363001;GCR;0,55;1170;0;DX51D+Z;GCRP;B;Z;275;0,05;0,05;0;0;;0;0;;0;0,52;
038364001;GCR;1;1250;0;DX51D+Z;GCRP;B;Z;275;0,05;0,05;0;0;;0;0;;0;0,99;
038365001;PPG;0,5;1150;0;DX51D+Z;PPGP;B;Z;275;0,05;0,05;0;0;H;5;20;RAL9002;7;0,44;
038376001;PPG;0,7;1220;0;DX51D+Z;PPGP;B;Z;100;0,01;0,05;0;0;H;5;20;RAL5015;7;0,7;
038377001;PPG;0,45;1120;0;DX51D+Z;PPGP;B;Z;70;0,05;0,05;0;0;H;5;18;RAL9006;7;0,44;
038379001;PPG;0,5;1190;0;DX51D+Z;PPGP;B;Z;275;0,05;0,05;0;0;H;5;20;RAL9002;7;0,44;
038382001;PPG;0,5;1095;0;DX51D+Z;PPGP;B;Z;100;0,01;0,05;0;0;H;5;20;RAL9002;7;0,49;
038385001;PPG;0,8;1200;0;DX51D+Z;PPGSP;B;Z;70;0,01;0,05;0;0;H;5;20;RAL7038;7;0,8;
038388001;GCR;2;1000;0;S350GD+Z;GCRP;B;Z;350;0,11;0,11;0;0;;0;0;;0;1,99;
038389001;PHR;2,5;1200;2200;DD11;PHRCP;;;0;0,14;0,14;0;0;;0;0;;0;0;
038391001;PPG;0,5;1090;0;DX51D+Z;PPGP;B;Z;275;0,01;0,05;0;0;H;5;20;RAL9002;7;0,46;
038394001;PPG;0,6;1200;0;DX51D+Z;PPGP;B;Z;80;0,01;0,05;0;0;H;5;20;RAL3009;7;0,59;
038395001;PPG;0,6;1000;0;DX51D+Z;PPGP;B;Z;100;0,01;0,05;0;0;H;5;20;RAL9016;7;0,59;
038396001;PPG;0,7;1000;0;DX51D+Z;PPGP;B;Z;100;0,01;0,05;0;0;H;5;20;RAL9016;7;0,69;
038397001;GHR;3;498;0;DX51D+Z;GHRSP;A;Z;100;0,19;0,19;0;0;;0;0;;0;0;
038401001;PPG;0,8;1000;0;DX51D+Z;PPGP;B;Z;70;0,06;0,06;0;0;H;5;18;RAL9006;7;0,8;
038403001;GHR;1,5;1250;0;DX51D+Z;GHRP;A;Z;180;0,13;0,13;0;0;;0;0;;0;0;
038404001;GCR;1,5;1250;0;DX51D+Z;GCRP;A;Z;180;0,12;0,12;0;0;;0;0;;0;1,51;
038405001;PPG;0,8;1500;0;DX51D+Z;PPGP;B;Z;70;0;0;0;0;H;5;20;RAL3020;7;0,78;
038406001;GCR;1,7;1000;2000;DX51D+Z;GCRCP;A;Z;70;0,14;0,14;0;0;;0;0;;0;1,73;
038408001;PHR;2,5;1200;2050;DD11;PHRCP;;;0;0,14;0,14;0;0;;0;0;;0;0;
038412001;PHR;2,5;1200;1250;DD11;PHRCP;;;0;0,14;0,14;0;0;;0;0;;0;0;
038413001;PHR;2,5;1200;2250;DD11;PHRCP;;;0;0,14;0,14;0;0;;0;0;;0;0;
038415001;GCR;1;1200;0;DX51D+Z;GCRP;B;Z;100;0,05;0,05;0;0;;0;0;;0;1,01;
038420001;GCR;1,2;396;0;DX51D+Z;GCRSP;A;Z;70;0,08;0,08;0;0;;0;0;;0;0;
038421001;GCR;0,38;1245;0;DX52D+Z;GCRP;A;Z;90;0;0,07;0;0;;0;0;;0;0,41;
038422001;GCR;0,43;1245;0;DX52D+Z;GCRP;A;Z;90;0;0,07;0;0;;0;0;;0;0,47;
038426001;GCR;0,9;1500;1930;DX51D+Z;GCRCP;A;Z;100;0,08;0,08;0;0;;0;0;;0;0,91;
038427001;GCR;0,9;1500;1250;DX51D+Z;GCRCP;A;Z;100;0,08;0,08;0;0;;0;0;;0;0,91;
038428001;GHR;2;116;0;DX51D+Z;GHRSP;A;Z;100;0,14;0,14;0;0;;0;0;;0;0;
038429001;GHR;2;136;0;DX51D+Z;GHRSP;A;Z;100;0,14;0,14;0;0;;0;0;;0;0;
038430001;GHR;2;156;0;DX51D+Z;GHRSP;A;Z;100;0,14;0,14;0;0;;0;0;;0;0;
038431001;GHR;2;196;0;DX51D+Z;GHRSP;A;Z;100;0,14;0,14;0;0;;0;0;;0;0;
038432001;GHR;2;236;0;DX51D+Z;GHRSP;A;Z;100;0,14;0,14;0;0;;0;0;;0;0;
038439001;PPG;0,35;1140;0;DX51D+Z;PPGP;B;Z;70;0,01;0,05;0;0;H;5;20;RAL9002;7;0,34;
038440001;PPG;0,35;1140;0;DX51D+Z;PPGP;B;Z;70;0,01;0,05;0;0;H;5;20;RAL6018;7;0,34;
038442001;GCR;0,32;69;0;DX51D+Z;GCRSP;A;Z;90;0,05;0,05;0;0;;0;0;;0;0;
038443001;GCR;0,32;118;0;DX51D+Z;GCRSP;A;Z;90;0,05;0,05;0;0;;0;0;;0;0;
038444001;GCR;0,33;69;0;DX51D+Z;GCRSP;A;Z;70;0,05;0,05;0;0;;0;0;;0;0;
038445001;PPG;0,7;1200;0;DX51D+Z;PPGP;B;Z;70;0,01;0,05;0;0;H;5;20;RAL9016;7;0,7;
038446001;GCR;0,35;118;0;DX51D+Z;GCRSP;A;Z;70;0,05;0,05;0;0;;0;0;;0;0;
038448001;GCR;0,35;69;0;DX51D+Z;GCRSP;A;Z;70;0,05;0,05;0;0;;0;0;;0;0;
038455001;GCR;0,5;203;0;DX51D+Z;GCRSP;A;Z;140;0,05;0,05;0;0;;0;0;;0;0;
