SPEC;UrunTipi;Kalinlik;Genislik;LevhaBoyu;Grade;MamulKodu;Yuzey;Kaplama;"HedefKaplama
g/m2";#NAME?;#NAME?;Alt Astar Klnlk;Alt Boya Klnlk;AltBoya;Üst Astar Klnlk;Üst Boya Klnlk;ÜstBoya;Backcoat Klnlk;CRF Kalinlik;Ticari
055337001;GCR;1;1200;0;DX51D+Z;GCRP;A;Z;60;0,07;0,07;0;0;;0;0;;0;1,01;
055338001;GCR;0,8;998;2265;DX51D+Z;GCRCP;B;Z;100;0,06;0,06;0;0;;0;0;;0;0,8;
055339001;GCR;0,4;1144;1685;DX51D+Z;GCRCP;B;Z;100;0,05;0,05;0;0;;0;0;;0;0,4;
055340001;PHR;2,35;1050;0;P265NB;PHRP;;;0;0,18;0,18;0;0;;0;0;;0;0;
055341001;GCR;0,6;1180;0;DX51D+Z;GCRP;A;Z;60;0,05;0,05;0;0;;0;0;;0;0,6;
055342001;GCR;1,5;1060;0;DX51D+Z;GCRP;A;Z;50;0,11;0,11;0;0;;0;0;;0;1,52;
055343001;GCR;1,8;1080;0;DX51D+Z;GCRP;A;Z;50;0,14;0,14;0;0;;0;0;;0;1,83;
055344001;GCR;2,5;1250;0;DX51D+Z;GCRP;A;Z;50;0,17;0,17;0;0;;0;0;;0;2,55;
055345001;GCR;0,5;823;1781;DX51D+Z;GCRCP;B;Z;100;0,05;0,05;0;0;;0;0;;0;0,5;
055346001;GCR;0,5;740;1455;DX51D+Z;GCRCP;B;Z;100;0,05;0,05;0;0;;0;0;;0;0;
055347001;GCR;1;900;1350;DX51D+Z;GCRCP;B;Z;100;0,07;0,07;0;0;;0;0;;0;1,01;
055348001;GCR;0,5;736;1702;DX51D+Z;GCRCP;B;Z;100;0,05;0,05;0;0;;0;0;;0;0;
055349001;GCR;0,5;626;2293;DX51D+Z;GCRCP;B;Z;100;0,05;0,05;0;0;;0;0;;0;0;
055350001;GCR;1;1200;1550;DX51D+Z;GCRCP;B;Z;100;0,07;0,07;0;0;;0;0;;0;1,01;
055351001;GCR;1;800;2000;DX51D+Z;GCRCP;B;Z;100;0,07;0,07;0;0;;0;0;;0;1,01;
055352001;GCR;0,5;696;1618;DX51D+Z;GCRCP;B;Z;100;0,05;0,05;0;0;;0;0;;0;0;
055353001;GCR;0,5;1520;3000;DX51D+Z;GCRCP;A;Z;60;0,07;0,07;0;0;;0;0;;0;0,51;
055354001;GCR;0,4;353;668,5;DX51D+Z;GCRCP;B;Z;100;0,05;0,05;0;0;;0;0;;0;0;
055355001;GHR;3;1500;0;S250GD+Z;GHRP;B;Z;200;0,17;0,17;0;0;;0;0;;0;0;
055356001;GCR;0,5;1200;0;DX53D+Z;GCRP;B;Z;90;0,04;0,04;0;0;;0;0;;0;0,5;
055357001;GCR;0,45;1200;0;DX51D+Z;GCRP;A;Z;90;0,05;0,05;0;0;;0;0;;0;0,45;
055358001;GCR;0,45;1200;0;DX53D+Z;GCRP;B;Z;90;0,04;0,04;0;0;;0;0;;0;0,45;
055359001;GCR;0,46;1200;0;DX53D+Z;GCRP;B;Z;90;0,04;0,04;0;0;;0;0;;0;0,46;
055360001;GCR;0,47;1200;0;DX53D+Z;GCRP;B;Z;90;0,06;0;0;0;;0;0;;0;0,44;
055361001;GCR;0,8;1200;0;DX54D+Z;GCRP;B;Z;90;0,05;0,05;0;0;;0;0;;0;0,81;
055362001;GCR;0,5;1200;0;DX54D+Z;GCRP;B;Z;90;0,04;0,04;0;0;;0;0;;0;0,5;
055363001;GCR;0,6;1200;0;DX54D+Z;GCRP;B;Z;90;0,04;0,04;0;0;;0;0;;0;0,6;
055364001;GCR;1;1200;0;DX54D+Z;GCRP;B;Z;90;0,06;0,06;0;0;;0;0;;0;1,01;
055365001;GCR;0,9;1200;0;DX54D+Z;GCRP;B;Z;90;0,06;0,06;0;0;;0;0;;0;0,91;
055366001;GHR;2,9;1500;0;DX51D+Z;GHRP;B;Z;100;0,2;0,2;0;0;;0;0;;0;0;
055367001;PPG;0,47;1250;0;DX51DT+Z;PPGP;B;Z;60;0,06;0,06;0;0;H;4;15;RAL3004;5;0,45;X
055368001;PPG;0,47;1250;0;DX51DT+Z;PPGP;B;Z;60;0,06;0,06;0;0;H;4;15;RAL9002;5;0,45;X
055369001;GCR;0,73;1000;0;DX51D+Z;GCRP;A;Z;180;0,06;0,06;0;0;;0;0;;0;0,72;
055370001;GCR;0,96;885;0;DX51D+Z;GCRP;A;Z;180;0,07;0,07;0;0;;0;0;;0;0,96;
055371001;GCR;2;1500;0;DX51D+Z;GCRP;A;Z;180;0,15;0,15;0;0;;0;0;;0;2,02;
055372001;GCR;1,2;1220;0;DX51D+Z;GCRP;A;Z;275;0,09;0,09;0;0;;0;0;;0;1,2;
055373001;GCR;1,5;1220;0;DX51D+Z;GCRP;A;Z;275;0,13;0,13;0;0;;0;0;;0;1,5;
055374001;GCR;2;1250;0;DX51D+Z;GCRP;A;Z;275;0,15;0,15;0;0;;0;0;;0;2,01;
055375001;GHR;3;1220;0;DX51D+Z;GHRP;A;Z;275;0,2;0,2;0;0;;0;0;;0;0;
055376001;GCR;1,2;885;1640;DX51D+Z;GCRCP;A;Z;50;0,08;0,08;0;0;;0;0;;0;1,22;
055377001;PPG;1;1200;0;DX51DT+Z;PPGP;B;Z;60;0,07;0,07;0;0;H;4;15;RAL6027;5;0,99;X
055378001;PPG;0,7;1200;0;DX51DT+Z;PPGP;B;Z;60;0,06;0,06;0;0;H;4;15;RAL1015;5;0,69;X
055379001;GCR;0,8;1200;0;DX51D+Z;GCRSP;B;Z;100;0,06;0,06;0;0;;0;0;;0;0,8;
055380001;PPG;0,4;850;0;DX51D+Z;PPGSP;B;Z;80;0,05;0,05;0;0;H;5;20;RAL9002;7;0,37;
055381001;GCR;1,8;1200;0;DX51D+Z;GCRP;A;Z;90;0,14;0,14;0;0;;0;0;;0;1,83;
055382001;GCR;1,8;1200;0;DX51D+Z;GCRP;A;Z;100;0,14;0,14;0;0;;0;0;;0;1,83;
055383001;PPG;0,4;740;0;DX51D+Z;PPGSP;B;Z;80;0,05;0,05;0;0;H;5;20;RAL9002;7;0;
055384001;GHR;2,5;1500;0;DX51D+Z;GHRP;A;Z;180;0,17;0,17;0;0;;0;0;;0;0;
055385001;GHR;3;1500;0;DX51D+Z;GHRP;A;Z;180;0,2;0,2;0;0;;0;0;;0;0;
055386001;GCR;0,5;1500;0;DX51D+Z;GCRP;A;Z;100;0,06;0,06;0;0;;0;0;;0;0,5;
055387001;GCR;0,6;1500;0;DX51D+Z;GCRP;A;Z;100;0,06;0,06;0;0;;0;0;;0;0,6;
055388001;GCR;1,2;1200;2350;DX51D+Z;GCRCP;A;Z;50;0,08;0,08;0;0;;0;0;;0;1,22;
055391001;GCR;0,45;1250;0;DX51D+Z;GCRP;A;Z;80;0,06;0,06;0;0;;0;0;;0;0,46;
055392001;GCR;0,7;1500;0;DX51D+Z;GCRP;B;Z;180;0,07;0,07;0;0;;0;0;;0;0,7;
055393001;GHR;2;1250;0;DX51D+Z;GHRP;A;Z;60;0,15;0,15;0;0;;0;0;;0;0;
055394001;GCR;1,2;1250;2500;DX51D+Z;GCRCP;B;Z;180;0,09;0,09;0;0;;0;0;;0;1,21;
055395001;GCR;1,2;1250;3000;DX51D+Z;GCRCP;B;Z;180;0,09;0,09;0;0;;0;0;;0;1,21;
055396001;GCR;1,2;1500;3000;DX51D+Z;GCRCP;B;Z;180;0,09;0,09;0;0;;0;0;;0;1,21;
055397001;GCR;1,5;1000;2000;DX51D+Z;GCRCP;B;Z;180;0,11;0,11;0;0;;0;0;;0;1,51;
055398001;GCR;1,5;1250;2500;DX51D+Z;GCRCP;B;Z;180;0,13;0,13;0;0;;0;0;;0;1,51;
055399001;GCR;1,5;1500;3000;DX51D+Z;GCRCP;B;Z;180;0,13;0,13;0;0;;0;0;;0;1,51;
055400001;GCR;2;1000;2000;DX51D+Z;GCRCP;B;Z;180;0,14;0,14;0;0;;0;0;;0;2,01;
055401001;GCR;2;1250;2500;DX51D+Z;GCRCP;B;Z;180;0,15;0,15;0;0;;0;0;;0;2,02;
055402001;GCR;2;1500;3000;DX51D+Z;GCRCP;B;Z;180;0,15;0,15;0;0;;0;0;;0;2,02;
055403001;GHR;3;1000;2000;DX51D+Z;GHRCP;B;Z;180;0,19;0,19;0;0;;0;0;;0;0;
055404001;GHR;3;1250;2500;DX51D+Z;GHRCP;B;Z;180;0,2;0,2;0;0;;0;0;;0;0;
055405001;GHR;3;1500;3000;DX51D+Z;GHRCP;B;Z;180;0,2;0,2;0;0;;0;0;;0;0;
055406001;GCR;1,95;1100;0;DX51D+Z;GCRP;B;Z;200;0,14;0,14;0;0;;0;0;;0;1,96;
055407001;GCR;1,7;1250;0;DX51D+Z;GCRP;B;Z;100;0,15;0,15;0;0;;0;0;;0;1,73;
055408001;GHR;2,4;1250;0;DX51D+Z;GHRP;B;Z;100;0,17;0,17;0;0;;0;0;;0;0;
055409001;GHR;2,7;1250;0;DX51D+Z;GHRP;B;Z;100;0,2;0,2;0;0;;0;0;;0;0;
055410001;GHR;2,95;1250;0;DX51D+Z;GHRP;B;Z;100;0,2;0,2;0;0;;0;0;;0;0;
055411001;GCR;1,25;1000;0;DX51D+Z;GCRP;B;Z;180;0,11;0,11;0;0;;0;0;;0;1,26;
055412001;GCR;1,25;1250;0;DX51D+Z;GCRP;B;Z;180;0,13;0,13;0;0;;0;0;;0;1,26;
055413001;GCR;1,25;1500;0;DX51D+Z;GCRP;B;Z;180;0,13;0,13;0;0;;0;0;;0;1,26;
055414001;GCR;1,5;1000;0;DX51D+Z;GCRP;B;Z;180;0,11;0,11;0;0;;0;0;;0;1,51;
055415001;GCR;1,5;1250;0;DX51D+Z;GCRP;B;Z;180;0,13;0,13;0;0;;0;0;;0;1,51;
055416001;GCR;1,5;1500;0;DX51D+Z;GCRP;B;Z;180;0,13;0,13;0;0;;0;0;;0;1,51;
055417001;GCR;2;1000;0;DX51D+Z;GCRP;B;Z;180;0,14;0,14;0;0;;0;0;;0;2,01;
055418001;GCR;2;1250;0;DX51D+Z;GCRP;B;Z;180;0,15;0,15;0;0;;0;0;;0;2,02;
055419001;GCR;2;1500;0;DX51D+Z;GCRP;B;Z;180;0,15;0,15;0;0;;0;0;;0;2,02;
055420001;GHR;3;1250;0;DX51D+Z;GHRP;B;Z;180;0,2;0,2;0;0;;0;0;;0;0;
055421001;GHR;3;1500;0;DX51D+Z;GHRP;B;Z;180;0,2;0,2;0;0;;0;0;;0;0;
055422001;PPG;0,4;1200;0;DX51DT+Z;PPGSP;B;Z;60;0,05;0,05;0;0;H;4;15;RAL9002;5;0,38;X
055423001;GCR;0,5;1000;0;DX51D+Z;GCRP;A;Z;60;0,05;0,05;0;0;;0;0;;0;0,5;
055424001;PPG;0,4;1000;0;DX51DT+Z;PPGP;B;Z;60;0,05;0,05;0;0;H;4;15;RAL6020;5;0,38;X
055427001;PPG;1;1000;0;DX51D+Z;PPGP;B;Z;100;0;0,08;5;20;PR8019;5;20;PR8019;0;1;
055428001;PPG;1;1000;0;DX51D+Z;PPGP;B;Z;100;0;0,08;5;20;RAL3009;5;20;RAL3009;0;1;
055429001;PPG;1;1000;0;DX51D+Z;PPGP;B;Z;100;0;0,08;5;20;RAL9005;5;20;RAL9005;0;1;
055430001;GCR;0,6;1000;0;DX51D+Z;GCRP;A;Z;80;0,05;0,05;0;0;;0;0;;0;0,6;
055431001;GCR;0,7;1250;0;DX51D+Z;GCRP;A;Z;80;0,07;0,07;0;0;;0;0;;0;0,71;
055432001;GCR;0,8;1250;0;DX51D+Z;GCRP;A;Z;80;0,07;0,07;0;0;;0;0;;0;0,81;
055433001;GCR;1,2;1250;0;DX51D+Z;GCRP;A;Z;80;0,09;0,09;0;0;;0;0;;0;1,22;
055434001;GCR;0,5;1000;0;DX51D+Z;GCRP;A;Z;120;0,05;0,05;0;0;;0;0;;0;0,5;
055435001;GCR;1,5;1000;0;DX51D+Z;GCRP;A;Z;120;0,11;0,11;0;0;;0;0;;0;1,51;
055436001;GCR;1,5;1250;0;DX51D+Z;GCRP;A;Z;120;0,13;0,13;0;0;;0;0;;0;1,52;
055437001;GCR;1;1250;0;DX51D+Z;GCRP;B;Z;180;0,08;0,08;0;0;;0;0;;0;1;
055438001;GCR;1,2;1000;0;DX51D+Z;GCRP;B;Z;180;0,09;0,09;0;0;;0;0;;0;1,2;
055439001;GCR;1,5;1000;2500;DX51D+Z;GCRCP;A;Z;50;0,11;0,11;0;0;;0;0;;0;1,52;
055440001;GCR;1,5;1000;6000;DX51D+Z;GCRCP;A;Z;50;0,11;0,11;0;0;;0;0;;0;1,52;
055441001;PPG;0,65;1200;0;DX51DT+Z;PPGP;B;Z;60;0,06;0,06;0;0;H;4;15;RAL3009;5;0,64;X
055443001;GCR;1;1250;0;DX51D+Z;GCRP;A;Z;60;0,08;0,08;0;0;;0;0;;0;1,02;
055444001;GCR;1,15;1250;0;DX51D+Z;GCRP;A;Z;60;0,09;0,09;0;0;;0;0;;0;1,18;
055445001;GCR;1,45;1250;0;DX51D+Z;GCRP;A;Z;60;0,13;0,13;0;0;;0;0;;0;1,48;
055446001;GCR;1,7;1250;0;DX51D+Z;GCRP;A;Z;60;0,15;0,15;0;0;;0;0;;0;1,74;
055447001;GCR;1,2;1200;3000;DX51D+Z;GCRCP;A;Z;60;0,08;0,08;0;0;;0;0;;0;1,22;
055448001;GCR;1,5;1200;3000;DX51D+Z;GCRCP;A;Z;60;0,11;0,11;0;0;;0;0;;0;1,52;
055449001;PPG;0,4;850;0;DX51DT+Z;PPGSP;B;Z;60;0,05;0,05;0;0;H;4;15;RAL9002;5;0,38;X
055450001;PPG;0,4;740;0;DX51DT+Z;PPGSP;B;Z;60;0,05;0,05;0;0;H;4;15;RAL9002;5;0;X
055451001;PPG;0,6;1245;0;DX53D+Z;PPGP;B;Z;100;0,06;0;5;20;PR8019;5;20;PR8019;0;0,52;
055452001;GCR;0,6;1000;2000;DX51D+Z;GCRCP;A;Z;350;0,05;0,05;0;0;;0;0;;0;0,56;
055453001;GCR;0,75;1000;2000;DX51D+Z;GCRCP;A;Z;350;0,06;0,06;0;0;;0;0;;0;0,72;
055454001;GCR;1;1000;2000;DX51D+Z;GCRCP;A;Z;350;0,07;0,07;0;0;;0;0;;0;0,97;
055455001;GCR;2;1000;2000;DX51D+Z;GCRCP;A;Z;350;0,14;0,14;0;0;;0;0;;0;1,99;
055456001;GHR;3;1000;2000;DX51D+Z;GHRCP;A;Z;350;0,19;0,19;0;0;;0;0;;0;0;
055457001;GHR;3;1500;3000;DX51D+Z;GHRCP;A;Z;350;0,2;0,2;0;0;;0;0;;0;0;
055458001;GCR;2;1500;3000;DX51D+Z;GCRCP;A;Z;350;0,15;0,15;0;0;;0;0;;0;2;
055459001;GCR;1,38;1000;0;DX51D+Z;GCRP;A;Z;200;0,11;0,11;0;0;;0;0;;0;1,38;
055460001;GCR;1,38;1250;0;DX51D+Z;GCRP;A;Z;200;0,13;0,13;0;0;;0;0;;0;1,39;
055461001;GCR;1,38;1500;0;DX51D+Z;GCRP;A;Z;200;0,13;0,13;0;0;;0;0;;0;1,39;
055462001;GCR;1,85;1000;0;DX51D+Z;GCRP;A;Z;200;0,14;0,14;0;0;;0;0;;0;1,86;
055463001;GCR;1,85;1250;0;DX51D+Z;GCRP;A;Z;200;0,15;0,15;0;0;;0;0;;0;1,87;
055464001;GCR;1,85;1500;0;DX51D+Z;GCRP;A;Z;200;0,15;0,15;0;0;;0;0;;0;1,87;
055465001;GCR;2;1250;0;DX51D+Z;GCRP;A;Z;200;0,15;0,15;0;0;;0;0;;0;2,02;
055466001;GHR;2,5;1500;0;DX51D+Z;GHRP;A;Z;200;0,17;0,17;0;0;;0;0;;0;0;
055467001;GHR;2,9;1000;0;DX51D+Z;GHRP;A;Z;200;0,19;0,19;0;0;;0;0;;0;0;
055468001;GHR;2,9;1250;0;DX51D+Z;GHRP;A;Z;200;0,2;0,2;0;0;;0;0;;0;0;
055469001;GHR;2,9;1500;0;DX51D+Z;GHRP;A;Z;200;0,2;0,2;0;0;;0;0;;0;0;
055470001;PPG;0,55;1166;0;DX51D+Z;PPGP;B;Z;275;0,05;0,05;0;0;H;5;20;RAL7048;7;0,49;
055471001;PHR;2;1506;3000;DD11;PHRCP;;;0;0,16;0,16;0;0;;0;0;;0;0;
055472001;GCR;0,8;1000;0;DX51D+Z;GCRP;A;Z;80;0,06;0,06;0;0;;0;0;;0;0,81;
055473001;GCR;1,5;1000;0;DX51D+Z;GCRP;B;Z;180;0,11;0,11;0;0;;0;0;;0;1,51;
055474001;PPG;0,38;1250;0;S250GD+Z;PPGP;B;Z;120;0,05;0,05;0;0;H;5;20;RAL9002;7;0,34;
055478001;PHR;4;1256;2500;DD11;PHRCP;;;0;0,18;0,18;0;0;;0;0;;0;0;
055481001;PPG;0,5;1245;0;DX53D+Z;PPGP;B;Z;100;0,06;0;5;20;PR8019;5;20;PR8019;0;0,42;
055483001;PPG;0,85;839;1559;DX54D+Z;PPGCP;B;Z;100;0,04;0,04;0;0;H;8;20;ARCLK BYZ;7;0,82;
055484001;GHR;3;299;0;DX51D+Z;GHRSP;A;Z;50;0,19;0,19;0;0;;0;0;;0;0;
055485001;GHR;3;495;0;DX51D+Z;GHRSP;A;Z;50;0,19;0,19;0;0;;0;0;;0;0;
055486001;GHR;3;400;0;DX51D+Z;GHRSP;A;Z;50;0,19;0,19;0;0;;0;0;;0;0;
055487001;GHR;3;411;0;DX51D+Z;GHRSP;A;Z;50;0,19;0,19;0;0;;0;0;;0;0;
055488001;GHR;3;372;0;DX51D+Z;GHRSP;A;Z;50;0,19;0,19;0;0;;0;0;;0;0;
055489001;GHR;3;327;0;DX51D+Z;GHRSP;A;Z;50;0,19;0,19;0;0;;0;0;;0;0;
055493001;GCR;0,5;1250;0;DX51D+Z;GCRSP;A;Z;80;0,06;0,06;0;0;;0;0;;0;0,51;
055494001;GCR;0,5;137;0;DX51D+Z;GCRSP;A;Z;80;0,05;0,05;0;0;;0;0;;0;0;
055495001;GCR;0,6;137;0;DX51D+Z;GCRSP;A;Z;80;0,05;0,05;0;0;;0;0;;0;0;
055496001;GCR;0,6;1250;0;DX51D+Z;GCRSP;A;Z;80;0,06;0,06;0;0;;0;0;;0;0,61;
055497001;GCR;0,7;1250;0;DX51D+Z;GCRSP;A;Z;80;0,07;0,07;0;0;;0;0;;0;0,71;
055498001;PHR;4;1256;3000;DD11;PHRCP;;;0;0,18;0,18;0;0;;0;0;;0;0;
055503001;PHR;2;78,2;0;DD11;PHRSP;;;0;0,13;0,13;0;0;;0;0;;0;0;
055504001;GCR;1,2;88;0;DX51D+Z;GCRSP;A;Z;50;0,08;0,08;0;0;;0;0;;0;0;
055505001;GCR;1,2;113;0;DX51D+Z;GCRSP;A;Z;50;0,08;0,08;0;0;;0;0;;0;0;
055506001;GCR;0,75;1070;0;DX51D+Z;GCRP;A;Z;60;0,06;0,06;0;0;;0;0;;0;0,76;
055507001;GHR;2,5;1250;2500;DX51D+Z;GHRCP;A;Z;50;0,17;0,17;0;0;;0;0;;0;0;
055508001;GHR;3;1000;2000;DX51D+Z;GHRCP;A;Z;50;0,19;0,19;0;0;;0;0;;0;0;
055509001;GCR;0,6;641;567;DX53D+Z;GCRCP;B;Z;100;0,04;0,04;0;0;;0;0;;0;0;
055510001;GCR;0,55;1220;0;DX51D+Z;GCRP;B;Z;275;0,06;0,06;0;0;;0;0;;0;0,53;
055511001;GCR;0,7;1220;0;DX51D+Z;GCRP;B;Z;275;0,07;0,07;0;0;;0;0;;0;0,68;
055512001;GCR;0,8;1220;0;DX51D+Z;GCRP;B;Z;275;0,07;0,07;0;0;;0;0;;0;0,78;
055513001;GCR;1;1220;0;DX51D+Z;GCRP;B;Z;275;0,08;0,08;0;0;;0;0;;0;0,99;
055514001;GCR;1,2;1220;0;DX51D+Z;GCRP;B;Z;100;0,09;0,09;0;0;;0;0;;0;1,22;
055515001;GCR;1,5;1220;0;DX51D+Z;GCRP;B;Z;275;0,13;0,13;0;0;;0;0;;0;1,5;
055516001;GHR;2,5;1220;3048;DX51D+Z;GHRCP;B;Z;275;0,17;0,17;0;0;;0;0;;0;0;
055517001;GCR;0,5;1000;1740;DX51D+Z;GCRCP;A;Z;60;0,05;0,05;0;0;;0;0;;0;0,5;
055520001;PHR;2;1257;2500;DD11;PHRCP;;;0;0,14;0,14;0;0;;0;0;;0;0;
055529001;GCR;1,7;1230;0;DX51D+Z;GCRP;A;Z;90;0,15;0,15;0;0;;0;0;;0;1,73;
055530001;PPG;0,7;595;0;DX51DT+Z;PPGSP;B;Z;60;0,06;0,06;0;0;H;4;15;RAL9002;5;0;X
055531001;PPG;0,7;1220;0;DX51DT+Z;PPGP;B;Z;60;0,07;0,07;0;0;H;4;15;RAL7016;5;0,69;X
055532001;GHR;2,7;1250;0;DX51D+Z;GHRP;A;Z;140;0,2;0,2;0;0;;0;0;;0;0;
055533001;PPG;0,5;1120;0;DX51DT+Z;PPGP;B;Z;60;0,05;0,05;0;0;H;4;15;RAL7043;5;0,48;X
055534001;PPG;0,5;1120;0;DX51DT+Z;PPGP;B;Z;60;0,05;0,05;0;0;H;4;15;RAL9002;5;0,48;X
055537001;GCR;0,7;1500;0;DX51D+Z;GCRP;A;Z;90;0,07;0,07;0;0;;0;0;;0;0,71;
055538001;GCR;0,8;1500;0;DX51D+Z;GCRP;A;Z;90;0,07;0,07;0;0;;0;0;;0;0,81;
055539001;GCR;0,9;1500;0;DX51D+Z;GCRP;A;Z;90;0,08;0,08;0;0;;0;0;;0;0,92;
055540001;GCR;1;1500;0;DX51D+Z;GCRP;A;Z;90;0,08;0,08;0;0;;0;0;;0;1,02;
055541001;GCR;1,15;1500;0;DX51D+Z;GCRP;A;Z;90;0,09;0,09;0;0;;0;0;;0;1,17;
055542001;GCR;1,5;1500;0;DX51D+Z;GCRP;A;Z;90;0,13;0,13;0;0;;0;0;;0;1,52;
055543001;GCR;1,7;1500;0;DX51D+Z;GCRP;A;Z;90;0,15;0,15;0;0;;0;0;;0;1,73;
055544001;GCR;2;1500;0;DX51D+Z;GCRP;A;Z;90;0,15;0,15;0;0;;0;0;;0;2,03;
055546001;PPG;0,6;595;0;DX51DT+Z;PPGSP;B;Z;60;0,05;0,05;0;0;H;4;15;RAL9002;5;0;X
055547001;GCR;1,2;110;0;DX51D+Z;GCRSP;A;Z;50;0,08;0,08;0;0;;0;0;;0;0;
055548001;GCR;0,7;1500;0;DX51D+Z;GCRSP;A;Z;100;0,07;0,07;0;0;;0;0;;0;0,71;
055549001;GCR;0,8;1500;0;DX51D+Z;GCRSP;A;Z;100;0,07;0,07;0;0;;0;0;;0;0,81;
055550001;GCR;1,5;1250;0;S320GD+Z;GCRSP;B;Z;275;0,13;0,13;0;0;;0;0;;0;1,5;
055553001;GCR;2;1200;2000;DX51D+Z;GCRCP;B;Z;275;0,07;0,07;0;0;;0;0;;0;2;
055554001;GCR;1,2;1220;0;DX51D+Z;GCRP;B;Z;275;0,09;0,09;0;0;;0;0;;0;1,2;
055555001;GHR;3;1000;3000;DX51D+Z;GHRCP;B;Z;275;0,19;0,19;0;0;;0;0;;0;0;
055556001;GCR;0,5;1500;0;DX51D+Z;GCRP;A;Z;200;0,06;0,06;0;0;;0;0;;0;0,49;
055557001;GCR;2;1500;0;DX51D+Z;GCRP;A;Z;200;0,15;0,15;0;0;;0;0;;0;2,02;
055558001;GHR;3;1000;0;DX51D+Z;GHRP;A;Z;200;0,19;0,19;0;0;;0;0;;0;0;
055561001;PPG;0,5;1250;0;DX51DT+Z;PPGP;B;Z;60;0,06;0,06;0;0;H;4;15;RAL9003;5;0,48;X
055562001;GCR;0,5;570;0;DX51D+Z;GCRSP;A;Z;100;0,05;0,05;0;0;;0;0;;0;0;
055563001;PPG;0,66;1200;0;DX51DT+Z;PPGP;B;Z;60;0,06;0,06;0;0;H;4;15;RAL9002;5;0,65;X
055564001;PPG;0,7;1200;0;DX51DT+Z;PPGP;B;Z;60;0,06;0,06;0;0;H;4;15;RAL5010;5;0,69;X
055565001;GCR;0,7;1250;0;DX51D+Z;GCRP;B;Z;180;0,07;0,07;0;0;;0;0;;0;0,7;
055566001;GCR;1;1000;0;DX51D+Z;GCRP;B;Z;200;0,07;0,07;0;0;;0;0;;0;0,99;
055567001;GCR;1;1250;0;DX51D+Z;GCRP;B;Z;200;0,08;0,08;0;0;;0;0;;0;1;
055568001;GCR;1,45;1000;0;DX51D+Z;GCRP;B;Z;200;0,11;0,11;0;0;;0;0;;0;1,45;
055569001;GCR;1,5;1000;0;DX51D+Z;GCRP;B;Z;200;0,11;0,11;0;0;;0;0;;0;1,5;
055570001;GCR;1,5;1250;0;DX51D+Z;GCRP;B;Z;200;0,13;0,13;0;0;;0;0;;0;1,51;
055571001;GCR;2;1500;0;DX51D+Z;GCRP;B;Z;200;0,15;0,15;0;0;;0;0;;0;2,02;
055572001;GHR;2,5;1250;0;DX51D+Z;GHRP;B;Z;200;0,17;0,17;0;0;;0;0;;0;0;
055573001;GHR;3;1500;0;DX51D+Z;GHRP;B;Z;200;0,2;0,2;0;0;;0;0;;0;0;
055574001;PPG;0,4;1200;2000;DX51D+Z;PPGCP;B;Z;100;0,05;0,05;0;0;H;5;20;RAL9002;7;0,36;
055575001;GCR;1,2;1200;0;DX51D+Z;GCRSP;A;Z;275;0,08;0,08;0;0;;0;0;;0;1,19;
055576001;PPG;0,4;1000;2000;DX51D+Z;PPGCP;B;Z;100;0,05;0,05;0;0;H;5;20;RAL9002;7;0,36;
055577001;PPG;0,4;1200;1054;DX51D+Z;PPGCP;B;Z;100;0,05;0,05;0;0;H;5;20;RAL9002;7;0,36;
055578001;GCR;0,4;1000;2000;DX51D+Z;GCRCP;B;Z;100;0,05;0,05;0;0;;0;0;;0;0,4;
055579001;GCR;0,4;1200;2000;DX51D+Z;GCRCP;B;Z;100;0,05;0,05;0;0;;0;0;;0;0,4;
055580001;PPG;0,5;1245;0;DX51D+Z;PPGP;B;Z;140;0,06;0,06;0;0;H;5;20;RAL3009;7;0,47;
055581001;GCR;0,95;1500;0;DX51D+Z;GCRSP;A;Z;100;0,08;0,08;0;0;;0;0;;0;0,96;
055583001;PPG;0,5;1245;0;DX51D+Z;PPGP;B;Z;140;0,06;0;0;0;H;5;18;RAL9007;7;0,44;
055584001;PPG;0,5;1245;0;DX51D+Z;PPGP;B;Z;140;0,06;0;0;0;H;5;18;RAL9007;7;0,44;
055585001;PPG;0,45;1245;0;DX51D+Z;PPGP;B;Z;100;0,06;0;0;0;H;5;20;RAL3009;7;0,39;
055586001;PPG;0,45;1245;0;DX51D+Z;PPGP;B;Z;100;0,06;0;0;0;H;5;20;PR8019;7;0,39;
055587001;PPG;0,4;1245;0;DX51D+Z;PPGP;B;Z;100;0,06;0;0;0;H;5;20;PR8019;7;0,34;
055588001;PPG;0,4;1245;0;DX51D+Z;PPGP;B;Z;100;0,06;0;0;0;H;5;20;RAL9002;7;0,34;
055589001;PPG;0,45;1245;0;DX51D+Z;PPGP;B;Z;100;0,06;0;0;0;H;5;18;RAL9006;7;0,39;
055590001;PPG;0,5;1245;0;DX51D+Z;PPGP;B;Z;100;0,06;0;0;0;H;5;20;PR8019;7;0,44;
055591001;PPG;0,5;1245;0;DX51D+Z;PPGP;B;Z;100;0,06;0;0;0;H;5;20;RAL3009;7;0,44;
055592001;PPG;0,5;1245;0;DX51D+Z;PPGP;B;Z;100;0,06;0;0;0;H;5;20;RAL9002;7;0,44;
055593001;PPG;0,5;1245;0;DX51D+Z;PPGP;B;Z;100;0,06;0;0;0;H;5;18;RAL9006;7;0,44;
